Computer ID,System Type,RAM Usage (%),CPU Usage (%),Disk Usage (%),Network Status,MissingPatchsKB,affected microsoft product ,Plateforme,Type of security risk,Severity,Download,Download (Link),CVE identifier(s)
CMP-2818,Workstation,53.6,56.0,55.5,Offline,5062553,Windows 11 Version 24H2 for ARM64-based Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062553,CVE-2025-49658
CMP-2819,Workstation,40.9,22.8,84.4,Online,5062570,"Windows Server 2022, 23H2 Edition (Server Core installation)",Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062570,CVE-2025-49658
CMP-2820,Workstation,37.9,26.0,54.1,Online,5062552,Windows 11 Version 23H2 for x64-based Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062552,CVE-2025-49658
CMP-2821,Workstation,73.3,31.6,76.6,Online,5062552,Windows 11 Version 23H2 for ARM64-based Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062552,CVE-2025-49658
CMP-2822,Workstation,66.0,66.5,89.2,Online,5062553,Windows Server 2025 (Server Core installation),Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062553,CVE-2025-49658
CMP-2823,Workstation,74.2,33.4,73.7,Online,5062554,Windows 10 Version 22H2 for 32-bit Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,CVE-2025-49658
CMP-2824,Workstation,38.6,61.4,48.4,Online,5062554,Windows 10 Version 22H2 for ARM64-based Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,CVE-2025-49658
CMP-2825,Workstation,45.2,22.8,74.0,Unstable,5062554,Windows 10 Version 22H2 for x64-based Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,CVE-2025-49658
CMP-2826,Workstation,63.6,22.9,64.7,Online,5062552,Windows 11 Version 22H2 for x64-based Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062552,CVE-2025-49658
CMP-2827,Workstation,57.0,61.8,47.0,Online,5062552,Windows 11 Version 22H2 for ARM64-based Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062552,CVE-2025-49658
CMP-2828,Workstation,56.4,18.5,47.3,Online,5062554,Windows 10 Version 21H2 for x64-based Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,CVE-2025-49658
CMP-2829,Workstation,67.7,36.8,47.6,Online,5062554,Windows 10 Version 21H2 for ARM64-based Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,CVE-2025-49658
CMP-2830,Workstation,31.3,22.4,69.3,Online,5062554,Windows 10 Version 21H2 for 32-bit Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,CVE-2025-49658
CMP-2831,Workstation,77.0,47.9,45.1,Online,5062572,Windows Server 2022 (Server Core installation),Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062572,CVE-2025-49658
CMP-2832,Workstation,57.3,48.7,45.0,Online,5062572,Windows Server 2022,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062572,CVE-2025-49658
CMP-2833,Workstation,40.2,41.7,61.6,Online,5062557,Windows Server 2019 (Server Core installation),Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,CVE-2025-49658
CMP-2834,Workstation,70.6,14.2,63.8,Online,5062557,Windows Server 2019,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,CVE-2025-49658
CMP-2835,Workstation,71.9,13.6,53.6,Online,5062557,Windows 10 Version 1809 for x64-based Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,CVE-2025-49658
CMP-2836,Workstation,64.0,29.5,88.6,Online,5062557,Windows 10 Version 1809 for 32-bit Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,CVE-2025-49658
CMP-2837,Workstation,33.5,39.0,45.2,Online,5062597,Windows Server 2012 R2 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062597,CVE-2025-49657
CMP-2838,Workstation,32.8,10.6,64.1,Offline,5062597,Windows Server 2012 R2,Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062597,CVE-2025-49657
CMP-2839,Workstation,43.8,12.3,80.5,Unstable,5062592,Windows Server 2012 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062592,CVE-2025-49657
CMP-2840,Workstation,40.8,53.9,57.9,Online,5062592,Windows Server 2012,Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062592,CVE-2025-49657
CMP-2841,Workstation,40.5,18.3,77.7,Online,5062632,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062632,CVE-2025-49657
CMP-2842,Workstation,32.7,15.3,50.2,Unstable,5062619,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062619,CVE-2025-49657
CMP-2843,Workstation,48.5,58.0,72.8,Offline,5062632,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062632,CVE-2025-49657
CMP-2844,Workstation,37.1,46.3,41.8,Online,5062619,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Unknown Platform,Remote Code Execution,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062619,CVE-2025-49657
CMP-2845,Workstation,33.1,55.0,73.6,Online,5062624,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062624,CVE-2025-49657
CMP-2846,Workstation,73.9,38.7,58.5,Online,5062618,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062618,CVE-2025-49657
CMP-2847,Workstation,45.1,21.4,57.3,Online,5062624,Windows Server 2008 for x64-based Systems Service Pack 2,Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062624,CVE-2025-49657
CMP-2848,Workstation,57.0,59.5,60.0,Online,5062618,Windows Server 2008 for x64-based Systems Service Pack 2,Unknown Platform,Remote Code Execution,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062618,CVE-2025-49657
CMP-2849,Workstation,59.3,62.3,74.0,Online,5062624,Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062624,CVE-2025-49657
CMP-2850,Workstation,41.0,24.4,64.4,Online,5062618,Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062618,CVE-2025-49657
CMP-2851,Workstation,51.2,19.1,69.2,Online,5062624,Windows Server 2008 for 32-bit Systems Service Pack 2,Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062624,CVE-2025-49657
CMP-2852,Workstation,66.2,43.4,65.4,Online,5062618,Windows Server 2008 for 32-bit Systems Service Pack 2,Unknown Platform,Remote Code Execution,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062618,CVE-2025-49657
CMP-2853,Workstation,41.1,67.4,85.7,Online,5062560,Windows Server 2016 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,CVE-2025-49657
CMP-2854,Workstation,75.9,38.9,49.2,Online,5062560,Windows Server 2016,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,CVE-2025-49657
CMP-2855,Workstation,30.3,17.6,89.5,Online,5062553,Windows Server 2025,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062553,CVE-2025-49657
CMP-2856,Workstation,55.0,20.7,63.4,Online,5062570,"Windows Server 2022, 23H2 Edition (Server Core installation)",Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062570,CVE-2025-49657
CMP-2857,Workstation,33.5,59.1,57.1,Online,5062553,Windows Server 2025 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062553,CVE-2025-49657
CMP-2858,Workstation,65.1,47.9,82.8,Online,5062572,Windows Server 2022 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062572,CVE-2025-49657
CMP-2859,Workstation,61.6,54.5,76.9,Online,5062572,Windows Server 2022,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062572,CVE-2025-49657
CMP-2860,Workstation,41.3,65.1,72.8,Online,5062557,Windows Server 2019 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,CVE-2025-49657
CMP-2861,Workstation,44.4,37.0,67.3,Unstable,5062557,Windows Server 2019,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,CVE-2025-49657
CMP-2862,Workstation,78.9,28.7,66.4,Online,5062597,Windows Server 2012 R2 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062597,CVE-2025-48824
CMP-2863,Workstation,42.0,14.2,86.0,Online,5062597,Windows Server 2012 R2,Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062597,CVE-2025-48824
CMP-2864,Workstation,70.5,29.9,55.0,Online,5062592,Windows Server 2012 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062592,CVE-2025-48824
CMP-2865,Workstation,35.9,29.2,52.6,Online,5062592,Windows Server 2012,Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062592,CVE-2025-48824
CMP-2866,Workstation,45.2,13.2,49.8,Online,5062632,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062632,CVE-2025-48824
CMP-2867,Workstation,30.5,10.2,59.8,Online,5062619,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062619,CVE-2025-48824
CMP-2868,Workstation,48.0,14.0,64.5,Online,5062632,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062632,CVE-2025-48824
CMP-2869,Workstation,32.0,18.7,40.6,Online,5062619,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Unknown Platform,Remote Code Execution,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062619,CVE-2025-48824
CMP-2870,Workstation,36.7,38.3,60.8,Unstable,5062624,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062624,CVE-2025-48824
CMP-2871,Workstation,77.2,36.5,42.4,Online,5062618,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062618,CVE-2025-48824
CMP-2872,Workstation,63.9,50.2,73.9,Online,5062560,Windows Server 2016 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,CVE-2025-48824
CMP-2873,Workstation,74.3,24.4,49.3,Online,5062560,Windows Server 2016,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,CVE-2025-48824
CMP-2874,Workstation,38.4,42.9,57.6,Online,5062553,Windows Server 2025,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062553,CVE-2025-48824
CMP-2875,Workstation,63.6,53.4,54.8,Online,5062570,"Windows Server 2022, 23H2 Edition (Server Core installation)",Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062570,CVE-2025-48824
CMP-2876,Workstation,33.0,51.9,67.6,Online,5062553,Windows Server 2025 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062553,CVE-2025-48824
CMP-2877,Workstation,30.5,52.8,75.5,Unstable,5062572,Windows Server 2022 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062572,CVE-2025-48824
CMP-2878,Workstation,61.3,42.5,65.2,Unstable,5062572,Windows Server 2022,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062572,CVE-2025-48824
CMP-2879,Workstation,64.2,40.8,71.5,Unstable,5062557,Windows Server 2019 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,CVE-2025-48824
CMP-2880,Workstation,65.9,37.5,85.0,Online,5062557,Windows Server 2019,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,CVE-2025-48824
CMP-2881,Workstation,49.4,22.0,54.7,Online,5062597,Windows Server 2012 R2 (Server Core installation),Unknown Platform,Elevation of Privilege,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062597,CVE-2025-47987
CMP-2882,Workstation,52.1,17.8,55.9,Unstable,5062597,Windows Server 2012 R2,Unknown Platform,Elevation of Privilege,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062597,CVE-2025-47987
CMP-2883,Workstation,43.6,17.0,41.3,Unstable,5062592,Windows Server 2012 (Server Core installation),Unknown Platform,Elevation of Privilege,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062592,CVE-2025-47987
CMP-2884,Workstation,78.3,27.8,46.2,Offline,5062592,Windows Server 2012,Unknown Platform,Elevation of Privilege,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062592,CVE-2025-47987
CMP-2885,Workstation,48.7,63.1,84.3,Offline,5062632,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Unknown Platform,Elevation of Privilege,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062632,CVE-2025-47987
